Wind cfs,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
2006,1,6,14,0.775352132
2006,1,6,15,0.785386915
2006,1,6,16,0.789872949
2006,1,6,17,0.821166682
2006,1,6,18,0.843733038
2006,1,6,19,0.807231256
2006,1,6,20,0.804606679
2006,1,6,21,0.792637087
2006,1,6,22,0.766636901
2006,1,6,23,0.756527716
2006,1,6,24,0.780556019
2006,1,7,1,0.82425094
2006,1,7,2,0.881474421
2006,1,7,3,0.878165169
2006,1,7,4,0.839807112
2006,1,7,5,0.867550046
2006,1,7,6,0.904476649
2006,1,7,7,0.922428196
2006,1,7,8,0.936858226
2006,1,7,9,0.945434703
2006,1,7,10,0.929824763
2006,1,7,11,0.933056603
2006,1,7,12,0.901637268
2006,1,7,13,0.874563529
2006,1,7,14,0.883287707
2006,1,7,15,0.850609466
2006,1,7,16,0.825488724
2006,1,7,17,0.822113891
2006,1,7,18,0.784697981
2006,1,7,19,0.729031867
2006,1,7,20,0.77432318
2006,1,7,21,0.791196395
2006,1,7,22,0.818920219
2006,1,7,23,0.83150619
2006,1,7,24,0.853727638
2006,1,8,1,0.902173825
2006,1,8,2,0.893919674
2006,1,8,3,0.837066695
2006,1,8,4,0.782993866
2006,1,8,5,0.829463186
2006,1,8,6,0.878699027
2006,1,8,7,0.908780974
2006,1,8,8,0.910149677
2006,1,8,9,0.892554713
2006,1,8,10,0.853343162
2006,1,8,11,0.835223901
2006,1,8,12,0.821131965
2006,1,8,13,0.807705856
2006,1,8,14,0.800552806
2006,1,8,15,0.830499567
2006,1,8,16,0.828351828
2006,1,8,17,0.829232836
2006,1,8,18,0.797143351
2006,1,8,19,0.791229251
2006,1,8,20,0.872985385
2006,1,8,21,0.855664777
2006,1,8,22,0.868197651
2006,1,8,23,0.866845157
2006,1,8,24,0.855079299
2006,1,9,1,0.823786484
2006,1,9,2,0.822172916
2006,1,9,3,0.822349154
2006,1,9,4,0.786750955
2006,1,9,5,0.774874575
2006,1,9,6,0.742379003
2006,1,9,7,0.721449985
2006,1,9,8,0.703403883
2006,1,9,9,0.703605615
2006,1,9,10,0.669369227
2006,1,9,11,0.649606446
2006,1,9,12,0.67964855
2006,1,9,13,0.742723055
2006,1,9,14,0.764357382
2006,1,9,15,0.755758217
2006,1,9,16,0.758376
2006,1,9,17,0.754882583
2006,1,9,18,0.719258374
2006,1,9,19,0.6674777
2006,1,9,20,0.728880466
2006,1,9,21,0.803023295
2006,1,9,22,0.780406436
2006,1,9,23,0.742234724
2006,1,9,24,0.756558486
2006,1,10,1,0.778305171
2006,1,10,2,0.812553844
2006,1,10,3,0.827167645
2006,1,10,4,0.780844233
2006,1,10,5,0.853953694
2006,1,10,6,0.903402153
2006,1,10,7,0.942444322
2006,1,10,8,0.950855485
2006,1,10,9,0.935414324
2006,1,10,10,0.906159501
2006,1,10,11,0.828565171
2006,1,10,12,0.86772189
2006,1,10,13,0.903859375
2006,1,10,14,0.926899262
2006,1,10,15,0.905871613
2006,1,10,16,0.894847674
2006,1,10,17,0.894330303
2006,1,10,18,0.912969689
2006,1,10,19,0.875517061
2006,1,10,20,0.897328635
2006,1,10,21,0.907320595
2006,1,10,22,0.958535503
2006,1,10,23,0.983931404
2006,1,10,24,0.985143579
2006,1,11,1,0.983204091
2006,1,11,2,0.978421816
2006,1,11,3,0.915939662
2006,1,11,4,0.756876093
2006,1,11,5,0.789417359
2006,1,11,6,0.842401597
2006,1,11,7,0.877119778
2006,1,11,8,0.872801505
2006,1,11,9,0.858242737
2006,1,11,10,0.806587024
2006,1,11,11,0.764869191
2006,1,11,12,0.781856086
2006,1,11,13,0.815153159
2006,1,11,14,0.831073965
2006,1,11,15,0.834655721
2006,1,11,16,0.79612638
2006,1,11,17,0.728298839
2006,1,11,18,0.700008738
2006,1,11,19,0.702370852
2006,1,11,20,0.783083611
2006,1,11,21,0.812281547
2006,1,11,22,0.774761584
2006,1,11,23,0.730262663
2006,1,11,24,0.712563423
2006,1,12,1,0.75745934
2006,1,12,2,0.79456231
2006,1,12,3,0.788801658
2006,1,12,4,0.730038528
2006,1,12,5,0.812627017
2006,1,12,6,0.843082208
2006,1,12,7,0.87572213
2006,1,12,8,0.919912865
2006,1,12,9,0.907630096
2006,1,12,10,0.915908989
2006,1,12,11,0.903494369
2006,1,12,12,0.886429629
2006,1,12,13,0.84079207
2006,1,12,14,0.814295686
2006,1,12,15,0.823453077
2006,1,12,16,0.828458826
2006,1,12,17,0.814609697
2006,1,12,18,0.836519195
2006,1,12,19,0.931882471
2006,1,12,20,0.975483632
2006,1,12,21,0.987048701
2006,1,12,22,0.968926429
2006,1,12,23,0.92346036
2006,1,12,24,0.903631604
2006,1,13,1,0.904263705
2006,1,13,2,0.887323959
2006,1,13,3,0.880687585
2006,1,13,4,0.852764248
2006,1,13,5,0.897050249
2006,1,13,6,0.942435808
2006,1,13,7,0.902586189
2006,1,13,8,0.889391638
2006,1,13,9,0.826407823
2006,1,13,10,0.800704944
2006,1,13,11,0.796524471
2006,1,13,12,0.790422667
2006,1,13,13,0.860943771
2006,1,13,14,0.9536869
2006,1,13,15,0.981298038
2006,1,13,16,0.975061061
2006,1,13,17,0.974025295
2006,1,13,18,0.977960798
2006,1,13,19,0.970464743
2006,1,13,20,0.968911777
2006,1,13,21,0.976420256
2006,1,13,22,0.988850481
2006,1,13,23,0.99111405
2006,1,13,24,0.993433379
2006,1,14,1,0.935062259
2006,1,14,2,0.625431721
2006,1,14,3,0.377366563
2006,1,14,4,0.333087701
2006,1,14,5,0.329709409
2006,1,14,6,0.442531931
2006,1,14,7,0.53578506
2006,1,14,8,0.660042511
2006,1,14,9,0.748555372
2006,1,14,10,0.774948045
2006,1,14,11,0.858678919
2006,1,14,12,0.905875396
2006,1,14,13,0.925330797
2006,1,14,14,0.858410249
2006,1,14,15,0.736965733
2006,1,14,16,0.55885574
2006,1,14,17,0.387285679
2006,1,14,18,0.270917972
2006,1,14,19,0.112638706
2006,1,14,20,0.032107658
2006,1,14,21,0.034979506
2006,1,14,22,0.089143919
2006,1,14,23,0.115056962
2006,1,14,24,0.097858491
2006,1,15,1,0.052797495
2006,1,15,2,0.029323411
2006,1,15,3,0.01990391
2006,1,15,4,0.027633825
2006,1,15,5,0.067717986
2006,1,15,6,0.084993196
2006,1,15,7,0.098601573
2006,1,15,8,0.111713678
2006,1,15,9,0.156402924
2006,1,15,10,0.221454537
2006,1,15,11,0.279019491
2006,1,15,12,0.329380141
2006,1,15,13,0.345328431
2006,1,15,14,0.332833958
2006,1,15,15,0.274105181
2006,1,15,16,0.204470325
2006,1,15,17,0.165482371
2006,1,15,18,0.168734076
2006,1,15,19,0.118972486
2006,1,15,20,0.083192056
2006,1,15,21,0.072483683
2006,1,15,22,0.097274968
2006,1,15,23,0.14403476
2006,1,15,24,0.163225424
2006,1,16,1,0.145152896
2006,1,16,2,0.110357005
2006,1,16,3,0.075179828
2006,1,16,4,0.057308349
2006,1,16,5,0.051462698
2006,1,16,6,0.044587036
2006,1,16,7,0.041208345
2006,1,16,8,0.063451589
2006,1,16,9,0.174067837
2006,1,16,10,0.302997865
2006,1,16,11,0.383179423
2006,1,16,12,0.453964543
2006,1,16,13,0.478102367
2006,1,16,14,0.471345178
2006,1,16,15,0.479885112
2006,1,16,16,0.465881676
2006,1,16,17,0.467114393
2006,1,16,18,0.469607908
2006,1,16,19,0.454943662
2006,1,16,20,0.538012747
2006,1,16,21,0.590768316
2006,1,16,22,0.577787338
2006,1,16,23,0.525973071
2006,1,16,24,0.482640906
2006,1,17,1,0.453045488
2006,1,17,2,0.445322351
2006,1,17,3,0.462770476
2006,1,17,4,0.479998484
2006,1,17,5,0.596512292
2006,1,17,6,0.706687482
2006,1,17,7,0.750866004
2006,1,17,8,0.76477428
2006,1,17,9,0.781658946
2006,1,17,10,0.803747568
2006,1,17,11,0.821271793
2006,1,17,12,0.821802807
2006,1,17,13,0.840566765
2006,1,17,14,0.868980372
2006,1,17,15,0.90233449
2006,1,17,16,0.898601519
2006,1,17,17,0.887614682
2006,1,17,18,0.845330827
2006,1,17,19,0.808411149
2006,1,17,20,0.836968554
2006,1,17,21,0.866116536
2006,1,17,22,0.907949859
2006,1,17,23,0.917525264
2006,1,17,24,0.900035534
2006,1,18,1,0.882497303
2006,1,18,2,0.871619182
2006,1,18,3,0.756354507
2006,1,18,4,0.67879616
2006,1,18,5,0.750228531
2006,1,18,6,0.752849439
2006,1,18,7,0.700363072
2006,1,18,8,0.670079908
2006,1,18,9,0.702147864
2006,1,18,10,0.766539945
2006,1,18,11,0.851680364
2006,1,18,12,0.920851607
2006,1,18,13,0.938911692
2006,1,18,14,0.901894261
2006,1,18,15,0.839979292
2006,1,18,16,0.748567695
2006,1,18,17,0.66531718
2006,1,18,18,0.544205083
2006,1,18,19,0.264558795
2006,1,18,20,0.187516421
2006,1,18,21,0.235258384
2006,1,18,22,0.303836471
2006,1,18,23,0.280241528
2006,1,18,24,0.216009906
2006,1,19,1,0.205968972
2006,1,19,2,0.214155177
2006,1,19,3,0.253434526
2006,1,19,4,0.383416323
2006,1,19,5,0.665125704
2006,1,19,6,0.74579704
2006,1,19,7,0.792144932
2006,1,19,8,0.827393086
2006,1,19,9,0.849394383
2006,1,19,10,0.870548664
2006,1,19,11,0.837257496
2006,1,19,12,0.778324102
2006,1,19,13,0.772852624
2006,1,19,14,0.825104372
2006,1,19,15,0.855339415
2006,1,19,16,0.861716714
2006,1,19,17,0.850127242
2006,1,19,18,0.842245044
2006,1,19,19,0.767238353
2006,1,19,20,0.706615172
2006,1,19,21,0.687169854
2006,1,19,22,0.679040363
2006,1,19,23,0.655604162
2006,1,19,24,0.643034564
2006,1,20,1,0.609000159
2006,1,20,2,0.563449059
2006,1,20,3,0.578189757
2006,1,20,4,0.614082734
2006,1,20,5,0.724074472
2006,1,20,6,0.739362279
2006,1,20,7,0.726513162
2006,1,20,8,0.709316842
2006,1,20,9,0.715270879
2006,1,20,10,0.740897757
2006,1,20,11,0.745166239
2006,1,20,12,0.777918131
2006,1,20,13,0.819342195
2006,1,20,14,0.844897621
2006,1,20,15,0.847780129
2006,1,20,16,0.837247334
2006,1,20,17,0.826598557
2006,1,20,18,0.823548822
2006,1,20,19,0.897990773
2006,1,20,20,0.970203254
2006,1,20,21,0.985810414
2006,1,20,22,0.986546046
2006,1,20,23,0.981168846
2006,1,20,24,0.964502262
2006,1,21,1,0.970853949
2006,1,21,2,0.960715483
2006,1,21,3,0.936566027
2006,1,21,4,0.895204132
2006,1,21,5,0.888979875
2006,1,21,6,0.907036731
2006,1,21,7,0.91294035
2006,1,21,8,0.920884302
2006,1,21,9,0.934407955
2006,1,21,10,0.970397795
2006,1,21,11,0.946459197
2006,1,21,12,0.930307481
2006,1,21,13,0.942201645
2006,1,21,14,0.954888519
2006,1,21,15,0.937023576
2006,1,21,16,0.949383151
2006,1,21,17,0.91927281
2006,1,21,18,0.928127802
2006,1,21,19,0.940398037
2006,1,21,20,0.974163551
2006,1,21,21,0.9782639
2006,1,21,22,0.951739395
2006,1,21,23,0.950718161
2006,1,21,24,0.969121129
2006,1,22,1,0.959233727
2006,1,22,2,0.943082263
2006,1,22,3,0.916302962
2006,1,22,4,0.858541942
2006,1,22,5,0.875791682
2006,1,22,6,0.906882571
2006,1,22,7,0.854865838
2006,1,22,8,0.88252753
2006,1,22,9,0.905284518
2006,1,22,10,0.9112439
2006,1,22,11,0.852232709
2006,1,22,12,0.83740896
2006,1,22,13,0.802324028
2006,1,22,14,0.714917095
2006,1,22,15,0.521969794
2006,1,22,16,0.51248457
2006,1,22,17,0.459518085
2006,1,22,18,0.250756369
2006,1,22,19,0.164445364
2006,1,22,20,0.12314242
2006,1,22,21,0.179353565
2006,1,22,22,0.135565629
2006,1,22,23,0.067449486
2006,1,22,24,0.045289623
2006,1,23,1,0.055792705
2006,1,23,2,0.042372712
2006,1,23,3,0.037244317
2006,1,23,4,0.025601927
2006,1,23,5,0.016487348
2006,1,23,6,0.032687231
2006,1,23,7,0.017878965
2006,1,23,8,0.006624717
2006,1,23,9,0.052895163
2006,1,23,10,0.058827673
2006,1,23,11,0.049879399
2006,1,23,12,0.072859872
2006,1,23,13,0.158006774
2006,1,23,14,0.311541125
2006,1,23,15,0.302469412
2006,1,23,16,0.296273985
2006,1,23,17,0.304856002
2006,1,23,18,0.370940498
2006,1,23,19,0.651487015
2006,1,23,20,0.635580957
2006,1,23,21,0.542145786
2006,1,23,22,0.675359687
2006,1,23,23,0.857200714
2006,1,23,24,0.646962075
2006,1,24,1,0.597259558
2006,1,24,2,0.876170084
2006,1,24,3,0.768168052
2006,1,24,4,0.70628819
2006,1,24,5,0.687546141
2006,1,24,6,0.660680893
2006,1,24,7,0.558034938
2006,1,24,8,0.410152434
2006,1,24,9,0.396053388
2006,1,24,10,0.553190405
2006,1,24,11,0.74839717
2006,1,24,12,0.783152549
2006,1,24,13,0.756730063
2006,1,24,14,0.762562201
2006,1,24,15,0.820198494
2006,1,24,16,0.878491615
2006,1,24,17,0.925831651
2006,1,24,18,0.928149836
2006,1,24,19,0.846890124
2006,1,24,20,0.756780963
2006,1,24,21,0.767565236
2006,1,24,22,0.822752506
2006,1,24,23,0.849748113
2006,1,24,24,0.833225615
2006,1,25,1,0.813053985
2006,1,25,2,0.840649615
2006,1,25,3,0.902506956
2006,1,25,4,0.941683846
2006,1,25,5,0.920713185
2006,1,25,6,0.968329348
2006,1,25,7,0.954263635
2006,1,25,8,0.881619538
2006,1,25,9,0.880371363
2006,1,25,10,0.892095123
2006,1,25,11,0.883049064
2006,1,25,12,0.904191615
2006,1,25,13,0.899971373
2006,1,25,14,0.90162004
2006,1,25,15,0.928677718
2006,1,25,16,0.950309416
2006,1,25,17,0.96576426
2006,1,25,18,0.995334047
2006,1,25,19,0.985172441
2006,1,25,20,0.995735212
2006,1,25,21,0.995557173
2006,1,25,22,0.991003205
2006,1,25,23,0.993926115
2006,1,25,24,0.988378829
2006,1,26,1,0.994568743
2006,1,26,2,0.927288725
2006,1,26,3,0.978774584
2006,1,26,4,0.941193155
2006,1,26,5,0.860100784
2006,1,26,6,0.850862212
2006,1,26,7,0.869165349
2006,1,26,8,0.693261113
2006,1,26,9,0.642692314
2006,1,26,10,0.663561466
2006,1,26,11,0.54704715
2006,1,26,12,0.486780759
2006,1,26,13,0.572990451
2006,1,26,14,0.641777728
2006,1,26,15,0.703857964
2006,1,26,16,0.659752568
2006,1,26,17,0.559919279
2006,1,26,18,0.545559248
2006,1,26,19,0.568185932
2006,1,26,20,0.619305386
2006,1,26,21,0.709776413
2006,1,26,22,0.700804174
2006,1,26,23,0.642358636
2006,1,26,24,0.642400591
2006,1,27,1,0.677682036
2006,1,27,2,0.777002386
2006,1,27,3,0.750637927
2006,1,27,4,0.61661521
2006,1,27,5,0.567614697
2006,1,27,6,0.627300915
2006,1,27,7,0.646310528
2006,1,27,8,0.641646305
2006,1,27,9,0.639756367
2006,1,27,10,0.610407301
2006,1,27,11,0.637985707
2006,1,27,12,0.63922945
2006,1,27,13,0.660312384
2006,1,27,14,0.693102364
2006,1,27,15,0.77124238
2006,1,27,16,0.840988706
2006,1,27,17,0.914741236
2006,1,27,18,0.924749462
2006,1,27,19,0.934227486
2006,1,27,20,0.926972153
2006,1,27,21,0.888783382
2006,1,27,22,0.852228172
2006,1,27,23,0.822955659
2006,1,27,24,0.819479821
2006,1,28,1,0.805519154
2006,1,28,2,0.790494
2006,1,28,3,0.770642693
2006,1,28,4,0.714379412
2006,1,28,5,0.729343576
2006,1,28,6,0.754311797
2006,1,28,7,0.791013869
2006,1,28,8,0.828281294
2006,1,28,9,0.859314472
2006,1,28,10,0.8489079
2006,1,28,11,0.890096939
2006,1,28,12,0.913477603
2006,1,28,13,0.889217498
2006,1,28,14,0.859282817
2006,1,28,15,0.861242995
2006,1,28,16,0.868503502
2006,1,28,17,0.868969986
2006,1,28,18,0.882947908
2006,1,28,19,0.823705266
2006,1,28,20,0.875949461
2006,1,28,21,0.908763464
2006,1,28,22,0.894901478
2006,1,28,23,0.811392813
2006,1,28,24,0.700675918
2006,1,29,1,0.666818692
2006,1,29,2,0.674681164
2006,1,29,3,0.713901648
2006,1,29,4,0.705725988
2006,1,29,5,0.752650946
2006,1,29,6,0.791809137
2006,1,29,7,0.808827516
2006,1,29,8,0.80862502
2006,1,29,9,0.820932568
2006,1,29,10,0.82990023
2006,1,29,11,0.76976659
2006,1,29,12,0.687145659
2006,1,29,13,0.570337846
2006,1,29,14,0.479241736
2006,1,29,15,0.486150095
2006,1,29,16,0.582698655
2006,1,29,17,0.741423766
2006,1,29,18,0.71916839
2006,1,29,19,0.656980084
2006,1,29,20,0.651016963
2006,1,29,21,0.588156503
2006,1,29,22,0.518245819
2006,1,29,23,0.534202877
2006,1,29,24,0.534384091
2006,1,30,1,0.546162235
2006,1,30,2,0.525427886
2006,1,30,3,0.44965092
2006,1,30,4,0.351085151
2006,1,30,5,0.362034205
2006,1,30,6,0.298927669
2006,1,30,7,0.227662363
2006,1,30,8,0.232289403
2006,1,30,9,0.290823546
2006,1,30,10,0.377082503
2006,1,30,11,0.504914699
2006,1,30,12,0.644779654
2006,1,30,13,0.699629346
2006,1,30,14,0.742616656
2006,1,30,15,0.743505121
2006,1,30,16,0.680318972
2006,1,30,17,0.541924924
2006,1,30,18,0.253560405
2006,1,30,19,0.07311612
2006,1,30,20,0.040659481
2006,1,30,21,0.022363185
2006,1,30,22,0.015343238
2006,1,30,23,0.036676002
2006,1,30,24,0.049164708
2006,1,31,1,0.04505057
2006,1,31,2,0.042500421
2006,1,31,3,0.028140716
2006,1,31,4,0.00713481
2006,1,31,5,0.000812477
2006,1,31,6,0.00334705
2006,1,31,7,0.010680731
2006,1,31,8,0.014165111
2006,1,31,9,0.025394173
2006,1,31,10,0.033358394
2006,1,31,11,0.035237014
2006,1,31,12,0.037534195
2006,1,31,13,0.041879977
2006,1,31,14,0.054554499
2006,1,31,15,0.071389788
2006,1,31,16,0.088620457
2006,1,31,17,0.086304752
2006,1,31,18,0.074874768
2006,1,31,19,0.035086709
2006,1,31,20,0.014817813
2006,1,31,21,0.017089311
2006,1,31,22,0.039893447
2006,1,31,23,0.052271414
2006,1,31,24,0.047656709
2006,2,1,1,0.041429258
2006,2,1,2,0.035204089
2006,2,1,3,0.029719924
2006,2,1,4,0.029725394
2006,2,1,5,0.051030125
2006,2,1,6,0.093802694
2006,2,1,7,0.145817512
2006,2,1,8,0.197025771
2006,2,1,9,0.212615798
2006,2,1,10,0.214512335
2006,2,1,11,0.202267464
2006,2,1,12,0.191443269
2006,2,1,13,0.195633568
2006,2,1,14,0.208334248
2006,2,1,15,0.217968799
2006,2,1,16,0.227193488
2006,2,1,17,0.235942227
2006,2,1,18,0.252280737
2006,2,1,19,0.153141237
2006,2,1,20,0.112643452
2006,2,1,21,0.075168964
2006,2,1,22,0.072897152
2006,2,1,23,0.07610896
2006,2,1,24,0.051767692
2006,2,2,1,0.0301415
2006,2,2,2,0.023720998
2006,2,2,3,0.02871895
2006,2,2,4,0.031058421
2006,2,2,5,0.040903771
2006,2,2,6,0.038951467
2006,2,2,7,0.038574209
2006,2,2,8,0.051208493
2006,2,2,9,0.071787892
2006,2,2,10,0.069465184
2006,2,2,11,0.050986417
2006,2,2,12,0.055865133
2006,2,2,13,0.039866785
2006,2,2,14,0.022441578
2006,2,2,15,0.006192142
2006,2,2,16,0.005506749
2006,2,2,17,0.000264179
2006,2,2,18,0.000179989
2006,2,2,19,0.000775118
2006,2,2,20,0.002547552
2006,2,2,21,0.017455266
2006,2,2,22,0.136702102
2006,2,2,23,0.215930073
2006,2,2,24,0.19810381
2006,2,3,1,0.355975227
2006,2,3,2,0.457695415
2006,2,3,3,0.662091525
2006,2,3,4,0.83017523
2006,2,3,5,0.863615071
2006,2,3,6,0.873613795
2006,2,3,7,0.850774983
2006,2,3,8,0.785186721
2006,2,3,9,0.736966631
2006,2,3,10,0.689189603
2006,2,3,11,0.650808997
2006,2,3,12,0.62297508
2006,2,3,13,0.612837798
2006,2,3,14,0.585579565
2006,2,3,15,0.553621798
2006,2,3,16,0.492288404
2006,2,3,17,0.430341985
2006,2,3,18,0.420406105
2006,2,3,19,0.311285289
2006,2,3,20,0.241714742
2006,2,3,21,0.212578178
2006,2,3,22,0.182540816
2006,2,3,23,0.18199974
2006,2,3,24,0.208942391
2006,2,4,1,0.237283371
2006,2,4,2,0.281039662
2006,2,4,3,0.338940272
2006,2,4,4,0.358980989
2006,2,4,5,0.440318106
2006,2,4,6,0.460928552
2006,2,4,7,0.458459442
2006,2,4,8,0.44044883
2006,2,4,9,0.427975302
2006,2,4,10,0.456165683
2006,2,4,11,0.527153296
2006,2,4,12,0.646848117
2006,2,4,13,0.728646491
2006,2,4,14,0.814664466
2006,2,4,15,0.868865357
2006,2,4,16,0.855173185
2006,2,4,17,0.797412744
2006,2,4,18,0.775740999
2006,2,4,19,0.663927588
2006,2,4,20,0.699711296
2006,2,4,21,0.708788704
2006,2,4,22,0.720898469
2006,2,4,23,0.750089487
2006,2,4,24,0.757102296
2006,2,5,1,0.745657286
2006,2,5,2,0.739317215
2006,2,5,3,0.718638415
2006,2,5,4,0.681957096
2006,2,5,5,0.745221994
2006,2,5,6,0.80050624
2006,2,5,7,0.847838915
2006,2,5,8,0.883227565
2006,2,5,9,0.898730195
2006,2,5,10,0.896918985
2006,2,5,11,0.898640743
2006,2,5,12,0.916453765
2006,2,5,13,0.890876978
2006,2,5,14,0.859295332
2006,2,5,15,0.834602506
2006,2,5,16,0.811466017
2006,2,5,17,0.765926726
2006,2,5,18,0.768365581
2006,2,5,19,0.782864906
2006,2,5,20,0.844857847
2006,2,5,21,0.854536873
2006,2,5,22,0.84922432
2006,2,5,23,0.846040204
2006,2,5,24,0.85012606
2006,2,6,1,0.843165079
2006,2,6,2,0.818818993
2006,2,6,3,0.800301802
2006,2,6,4,0.718171255
2006,2,6,5,0.754828282
2006,2,6,6,0.787637036
2006,2,6,7,0.805542746
2006,2,6,8,0.823589267
2006,2,6,9,0.829068549
2006,2,6,10,0.830468454
2006,2,6,11,0.804391941
2006,2,6,12,0.762641952
2006,2,6,13,0.745474509
2006,2,6,14,0.748631011
2006,2,6,15,0.723944327
2006,2,6,16,0.677756688
2006,2,6,17,0.60253063
2006,2,6,18,0.522919782
2006,2,6,19,0.443687724
2006,2,6,20,0.47264757
2006,2,6,21,0.41339285
2006,2,6,22,0.341859971
2006,2,6,23,0.288149294
2006,2,6,24,0.259048001
2006,2,7,1,0.25080654
2006,2,7,2,0.244846872
2006,2,7,3,0.256103964
2006,2,7,4,0.251496449
2006,2,7,5,0.300886768
2006,2,7,6,0.313570519
2006,2,7,7,0.327907835
2006,2,7,8,0.329235658
2006,2,7,9,0.313194932
2006,2,7,10,0.329586976
2006,2,7,11,0.31461155
2006,2,7,12,0.276903992
2006,2,7,13,0.260165974
2006,2,7,14,0.235336906
2006,2,7,15,0.231926634
2006,2,7,16,0.217692041
2006,2,7,17,0.18170544
2006,2,7,18,0.151648716
2006,2,7,19,0.078150328
2006,2,7,20,0.048448732
2006,2,7,21,0.03310489
2006,2,7,22,0.037903577
2006,2,7,23,0.045202347
2006,2,7,24,0.048912439
2006,2,8,1,0.043936091
2006,2,8,2,0.038393123
2006,2,8,3,0.042311143
2006,2,8,4,0.049151306
2006,2,8,5,0.04735187
2006,2,8,6,0.035942782
2006,2,8,7,0.022624723
2006,2,8,8,0.025357963
2006,2,8,9,0.031893151
2006,2,8,10,0.025553206
2006,2,8,11,0.024501574
